Brand,Car Age,Price,Body,Mileage,EngineV,Engine Type,Model
Toyota,12,12500.0,sedan,110,2.4,Gas,Camry
BMW,7,47900.0,crossover,178,4.0,Diesel,X5
Mercedes-Benz,11,21999.0,sedan,200,3.0,Diesel,E-Class
Toyota,11,7500.0,hatch,74,1.3,Petrol,Yaris
Mercedes-Benz,4,125000.0,sedan,17,3.0,Diesel,S 350
BMW,11,30500.0,hatch,110,4.4,Petrol,X6
Volkswagen,3,17191.2,sedan,0,1.6,Petrol,Jetta
Mercedes-Benz,8,45555.0,sedan,42,3.0,Diesel,S 350
BMW,11,15200.0,sedan,227,2.5,Petrol,525
Volkswagen,14,7800.0,van,226,1.9,Diesel,T5 (Transporter) 
Volkswagen,6,22000.0,hatch,40,1.4,Petrol,Golf VII
Mitsubishi,13,9300.0,crossover,156,2.4,Gas,Outlander
Mercedes-Benz,8,31900.0,sedan,97,2.2,Diesel,E-Class
Mercedes-Benz,11,9350.0,van,160,2.2,Diesel,Vito
BMW,9,32500.0,sedan,134,2.0,Diesel,520
Renault,8,10200.0,vagon,151,1.5,Diesel,Megane
Toyota,17,8200.0,crossover,200,2.0,Gas,Rav 4
Mercedes-Benz,17,7400.0,sedan,190,2.0,Petrol,C-Class
Mitsubishi,12,14200.0,crossover,155,3.0,Gas,Outlander XL
Volkswagen,3,24900.0,sedan,1,1.6,Diesel,Jetta
Mercedes-Benz,11,24300.0,sedan,150,3.5,Gas,S 350
Volkswagen,14,9300.0,van,176,1.9,Diesel,T5 (Transporter)
Volkswagen,11,21000.0,crossover,130,2.5,Diesel,Touareg
Audi,9,36000.0,crossover,145,3.0,Petrol,Q7
Mitsubishi,5,22900.0,crossover,69,2.4,Petrol,Outlander
Mercedes-Benz,14,9900.0,sedan,275,2.2,Other,E-Class
Volkswagen,23,3950.0,hatch,288,1.8,Gas,Golf III
Toyota,7,28700.0,crossover,100,3.5,Petrol,Highlander
Volkswagen,5,16900.0,van,121,2.0,Diesel,T5 (Transporter) 
Mercedes-Benz,21,7300.0,sedan,245,2.8,Gas,E-Class
Mercedes-Benz,31,2200.0,sedan,400,2.0,Petrol,190
Toyota,9,25500.0,other,103,3.5,Petrol,Venza
Volkswagen,14,7650.0,other,260,2.0,Diesel,Caddy
Toyota,6,22800.0,other,55,2.5,Petrol,Camry
Renault,14,8900.0,van,170,1.9,Diesel,Trafic
Renault,7,10990.0,sedan,118,2.0,Petrol,Fluence
Mercedes-Benz,3,107777.0,crossover,0,3.0,Diesel,GLS 350
Toyota,8,17000.0,sedan,95,2.0,Gas,Avensis
Renault,31,999.0,sedan,430,2.0,Gas,25
BMW,3,66500.0,crossover,0,2.0,Other,X5
Volkswagen,25,4300.0,vagon,289,2.0,Petrol,Passat B4
BMW,17,3350.0,vagon,295,2.0,Diesel,320
Toyota,11,10400.0,sedan,87,1.6,Petrol,Corolla
BMW,12,22700.0,crossover,216,4.8,Petrol,X5
Renault,7,6700.0,van,102,1.5,Diesel,Kangoo
Audi,26,3800.0,sedan,257,2.0,Petrol,80
Volkswagen,8,10900.0,vagon,185,1.4,Petrol,Golf VII
Mercedes-Benz,12,11000.0,van,300,2.2,Diesel,Vito
Volkswagen,4,51900.0,crossover,30,3.0,Diesel,Touareg
Mercedes-Benz,12,18900.0,sedan,232,3.0,Diesel,E-Class
BMW,12,25500.0,sedan,148,3.0,Diesel,535
Renault,5,14500.0,sedan,98,1.5,Diesel,Fluence
BMW,22,7900.0,sedan,260,3.5,Petrol,535
Audi,5,44800.0,crossover,95,3.0,Diesel,Q7
Toyota,7,26200.0,other,73,2.5,Diesel,Hilux
BMW,13,14000.0,crossover,164,3.0,Diesel,X5
Renault,13,7900.0,van,300,1.9,Diesel,Trafic
Volkswagen,7,10777.0,van,157,1.6,Diesel,Caddy
Renault,15,8300.0,van,217,1.9,Diesel,Trafic
Volkswagen,4,40000.0,sedan,1,1.4,Petrol,Passat B8
Mercedes-Benz,12,16800.0,other,266,3.0,Diesel,E-Class
Audi,3,43000.0,crossover,1,2.0,Petrol,Q3
Toyota,7,22900.0,sedan,60,2.5,Petrol,Camry
Audi,14,10900.0,sedan,225,2.4,Petrol,A6
BMW,19,2550.0,sedan,280,1.6,Petrol,316
Mercedes-Benz,12,18700.0,other,142,2.2,Diesel,Viano
Toyota,25,3800.0,sedan,220,1.6,Petrol,Carina
Mercedes-Benz,15,7700.0,van,290,2.2,Diesel,Vito
BMW,4,112000.0,sedan,16,3.0,Diesel,730
Mercedes-Benz,22,2600.0,van,280,2.9,Diesel,Sprinter 312
Volkswagen,6,14900.0,vagon,165,1.4,Petrol,Passat B7
Mitsubishi,12,11960.0,other,140,2.5,Diesel,L 200
Mitsubishi,8,19800.0,crossover,130,2.5,Diesel,Pajero Sport
Mercedes-Benz,7,12800.0,van,116,2.2,Diesel,Vito
Mercedes-Benz,6,34000.0,sedan,69,2.0,Petrol,E-Class
Audi,8,29999.0,sedan,97,3.0,Petrol,S5
Mitsubishi,18,4900.0,vagon,250,2.5,Petrol,Galant
BMW,13,12900.0,sedan,200,2.5,Petrol,523
Mercedes-Benz,16,12600.0,sedan,300,2.7,Diesel,E-Class
Volkswagen,5,9800.0,other,117,1.6,Diesel,Caddy
Audi,17,3650.0,sedan,270,1.9,Diesel,A6
Volkswagen,7,37900.0,crossover,73,3.0,Diesel,Touareg
Volkswagen,12,17900.0,crossover,145,3.0,Diesel,Touareg
BMW,8,37500.0,crossover,110,4.4,Petrol,X6
BMW,8,27900.0,sedan,170,3.0,Petrol,530
Volkswagen,7,10600.0,van,153,1.6,Diesel,Caddy
Mercedes-Benz,9,39900.0,crossover,127,5.5,Petrol,GL 550
Volkswagen,14,5200.0,van,260,1.9,Diesel,Touran
Volkswagen,8,16999.0,sedan,105,1.8,Petrol,Passat B7
Renault,14,8400.0,van,260,1.9,Diesel,Trafic
Audi,8,30900.0,crossover,27,2.0,Petrol,Q5
Mercedes-Benz,14,9500.0,van,248,2.2,Diesel,Vito
Mitsubishi,8,12800.0,crossover,153,1.6,Gas,ASX
BMW,8,48900.0,crossover,60,3.0,Diesel,X3
Renault,7,11600.0,vagon,165,1.5,Diesel,Megane
Volkswagen,5,20200.0,hatch,22,1.2,Petrol,Golf VII
Mercedes-Benz,12,12700.0,hatch,140,1.7,Gas,B 170
Toyota,12,17835.0,crossover,240,2.7,Gas,Land Cruiser Prado
Mercedes-Benz,7,30900.0,sedan,71,2.2,Diesel,E-Class
Renault,7,9500.0,sedan,88,1.6,Gas,Fluence
Volkswagen,11,11500.0,van,192,1.9,Diesel,Caddy
Renault,3,18932.55,hatch,0,1.5,Diesel,Megane
Renault,7,11700.0,vagon,155,1.5,Diesel,Megane
Renault,13,9900.0,crossover,201,1.9,Diesel,Kangoo
Mercedes-Benz,11,19500.0,sedan,180,3.0,Diesel,E-Class
Audi,15,3400.0,vagon,261,2.5,Diesel,A6
Volkswagen,7,8200.0,other,102,1.6,Diesel,Caddy
Toyota,11,15600.0,sedan,165,3.5,Gas,Camry
Toyota,5,47500.0,crossover,45,3.0,Diesel,Land Cruiser Prado
Audi,5,33900.0,sedan,58,2.0,Petrol,A5
Toyota,3,97500.0,crossover,2,4.6,Petrol,Land Cruiser 200
Renault,5,15000.0,sedan,21,1.5,Diesel,Fluence
Toyota,6,28999.0,sedan,86,3.5,Petrol,Camry
Audi,8,15000.0,hatch,66,1.2,Petrol,A1
Toyota,9,36000.0,crossover,66,3.0,Diesel,Land Cruiser Prado
Toyota,14,19500.0,crossover,150,4.0,Petrol,Land Cruiser Prado
Mercedes-Benz,24,5000.0,sedan,350,1.8,Other,C-Class
Mercedes-Benz,11,17800.0,sedan,73,3.0,Petrol,C-Class
Mercedes-Benz,27,5000.0,sedan,215,2.6,Gas,E-Class
Renault,28,3100.0,hatch,275,1.2,Petrol,Clio
Renault,31,1200.0,sedan,240,1.7,Gas,9
BMW,27,3800.0,sedan,100,1.8,Petrol,318
Renault,18,1999.0,vagon,260,1.9,Diesel,Laguna
Mercedes-Benz,19,8800.0,sedan,330,5.0,Petrol,S 500
Renault,13,8800.0,van,250,1.9,Diesel,Trafic
Mercedes-Benz,16,15300.0,other,168,3.2,Petrol,CLK 320
BMW,3,39900.0,sedan,5,2.0,Petrol,520
Renault,12,7400.0,van,181,2.0,Diesel,Trafic
Volkswagen,9,28000.0,van,163,2.0,Diesel,Multivan
Volkswagen,8,12300.0,van,182,2.0,Diesel,T6 (Transporter) 
Renault,22,3600.0,sedan,101,2.0,Petrol,Megane
Toyota,12,8450.0,sedan,193,1.6,Gas,Corolla
Volkswagen,24,2500.0,hatch,297,1.6,Petrol,Golf III
Toyota,11,9950.0,sedan,106,1.6,Gas,Corolla
Mercedes-Benz,9,23200.0,sedan,58,1.8,Petrol,C-Class
Toyota,11,10500.0,sedan,124,1.8,Petrol,Avensis
Mercedes-Benz,14,11200.0,sedan,280,2.2,Diesel,E-Class
Volkswagen,15,9750.0,van,1,1.9,Diesel,T5 (Transporter)
Toyota,11,20800.0,crossover,70,2.7,Petrol,Land Cruiser Prado
Audi,5,33500.0,hatch,35,1.8,Petrol,A5
Volkswagen,8,10000.0,sedan,66,1.6,Petrol,Polo
Mitsubishi,28,2199.0,hatch,400,1.8,Other,Galant
Audi,6,16800.0,hatch,47,1.2,Petrol,A3
Mercedes-Benz,12,25500.0,crossover,200,4.0,Diesel,GL 420
Audi,23,2099.0,sedan,314,1.9,Diesel,A4
Toyota,19,20000.0,crossover,250,4.2,Diesel,Land Cruiser 100
Volkswagen,19,7400.0,van,380,2.5,Diesel,T4 (Transporter)
BMW,14,16500.0,sedan,150,2.5,Petrol,325
Mercedes-Benz,5,43500.0,other,51,3.0,Diesel,E-Class
Volkswagen,26,3100.0,hatch,118,1.8,Gas,Golf III
Mercedes-Benz,14,12100.0,sedan,310,2.2,Diesel,E-Class
Mercedes-Benz,11,12000.0,van,230,2.2,Diesel,Vito
Mitsubishi,3,33000.0,other,0,2.4,Diesel,L 200
Renault,3,15672.15,van,0,1.5,Diesel,Dokker
Renault,8,6600.0,van,134,1.5,Diesel,Kangoo
Renault,8,12800.0,vagon,127,1.5,Diesel,Megane
Renault,7,7200.0,van,73,1.5,Diesel,Kangoo
BMW,6,21000.0,hatch,79,1.6,Petrol,118
Mitsubishi,16,5900.0,hatch,92,1.6,Petrol,Carisma
Volkswagen,13,9500.0,van,205,2.0,Petrol,Passat B6
Renault,17,2100.0,van,270,1.9,Diesel,Scenic
Toyota,12,8100.0,hatch,91,1.6,Petrol,Auris
Mercedes-Benz,11,60000.0,crossover,140,5.5,Gas,G 55 AMG
BMW,19,2899.0,sedan,260,2.0,Diesel,320
BMW,6,73900.0,sedan,57,4.4,Petrol,M5
BMW,17,3400.0,vagon,191,2.0,Diesel,320
BMW,11,26500.0,sedan,70,3.0,Petrol,330
Mitsubishi,13,5800.0,sedan,186,1.6,Petrol,Lancer
BMW,15,9999.0,sedan,200,1.8,Petrol,318
Volkswagen,9,12999.0,vagon,95,1.6,Diesel,Passat B6
Mercedes-Benz,4,75500.0,van,14,2.2,Diesel,V 250
BMW,19,2499.0,sedan,210,1.8,Petrol,318
Volkswagen,17,3500.0,hatch,201,1.9,Diesel,Golf IV
Volkswagen,14,10000.0,van,283,2.5,Diesel,T5 (Transporter)
Mitsubishi,11,7000.0,sedan,133,1.6,Petrol,Lancer
Volkswagen,8,35999.0,crossover,84,3.0,Diesel,Touareg
Mitsubishi,25,2900.0,sedan,350,1.6,Petrol,Lancer
Volkswagen,5,32400.0,crossover,50,2.0,Diesel,Tiguan
Mitsubishi,11,15000.0,crossover,95,2.5,Diesel,Pajero Sport
Mitsubishi,11,7300.0,sedan,145,1.6,Petrol,Lancer
Toyota,4,30500.0,sedan,7,2.5,Gas,Camry
BMW,21,6300.0,sedan,270,3.5,Petrol,735
BMW,11,23500.0,crossover,180,4.8,Petrol,X5
Volkswagen,8,10400.0,sedan,87,1.6,Petrol,Polo
Volkswagen,11,22600.0,crossover,187,3.0,Diesel,Touareg
Volkswagen,9,8900.0,hatch,128,1.4,Petrol,Polo
Audi,16,8400.0,sedan,260,1.8,Gas,A4
Toyota,10,13300.0,sedan,158,2.0,Gas,Avensis
Mercedes-Benz,7,16500.0,van,152,2.2,Diesel,Vito
Renault,19,4200.0,vagon,180,1.4,Petrol,Kangoo
Volkswagen,7,18999.0,sedan,122,1.8,Petrol,Passat CC
Mitsubishi,6,12400.0,sedan,52,1.6,Petrol,Lancer X
Mitsubishi,25,3950.0,other,280,2.5,Diesel,Pajero
Toyota,9,13850.0,hatch,24,1.6,Other,Auris
Mitsubishi,13,5999.0,hatch,108,1.3,Petrol,Colt
BMW,27,5400.0,sedan,404,2.5,Petrol,525
Mercedes-Benz,5,28500.0,hatch,15,1.8,Diesel,A 180
Mercedes-Benz,7,46900.0,other,10,2.2,Diesel,E-Class
Renault,7,12000.0,sedan,81,2.0,Petrol,Fluence
Volkswagen,4,29040.0,sedan,0,1.4,Petrol,Jetta
Audi,13,9800.0,hatch,165,1.6,Gas,A3
BMW,21,7000.0,sedan,400,2.8,Petrol,528
Volkswagen,8,12800.0,van,230,2.0,Diesel,T5 (Transporter) 
BMW,18,8500.0,sedan,365,3.0,Diesel,530
Toyota,23,3650.0,hatch,260,1.3,Petrol,Corolla
Volkswagen,6,11500.0,other,51,1.6,Petrol,Polo
Volkswagen,7,9800.0,van,130,1.6,Diesel,Caddy
Renault,16,2350.0,van,380,1.9,Diesel,Espace
Audi,8,21800.0,vagon,172,2.0,Diesel,A4
Volkswagen,11,20300.0,crossover,139,3.0,Diesel,Touareg
Mercedes-Benz,16,11800.0,sedan,167,3.2,Diesel,E-Class
Renault,14,8400.0,van,248,2.5,Diesel,Trafic
Mercedes-Benz,3,81500.0,sedan,1,3.0,Diesel,GLE-Class
Toyota,11,14900.0,other,175,3.5,Gas,Camry
Mitsubishi,11,7500.0,sedan,79,1.6,Gas,Lancer
Volkswagen,11,9400.0,hatch,187,1.6,Petrol,Golf V
Renault,8,8700.0,hatch,21,1.6,Petrol,Sandero
Volkswagen,7,13700.0,sedan,134,2.0,Diesel,Passat B6
Audi,23,4000.0,sedan,263,1.9,Diesel,A4
Volkswagen,7,8950.0,van,206,1.6,Diesel,Caddy
Audi,28,4299.0,sedan,307,2.8,Gas,100
Toyota,5,36500.0,crossover,2,3.0,Diesel,Hilux
Mercedes-Benz,23,7600.0,van,315,2.9,Diesel,Sprinter 312
Mitsubishi,13,9200.0,crossover,110,2.4,Petrol,Outlander
Mercedes-Benz,14,13000.0,sedan,191,1.8,Petrol,E-Class
Toyota,11,24000.0,crossover,132,4.0,Petrol,Land Cruiser Prado
Mercedes-Benz,12,20900.0,other,250,3.2,Diesel,ML 320
BMW,7,18500.0,sedan,79,3.0,Diesel,530
Mercedes-Benz,23,2000.0,sedan,270,2.9,Diesel,E-Class
Audi,30,2400.0,sedan,310,2.0,Diesel,100
Renault,10,12399.0,van,177,2.0,Diesel,Trafic
Toyota,13,15200.0,crossover,208,2.0,Petrol,Rav 4
Audi,12,23800.0,crossover,205,4.2,Gas,Q7
Volkswagen,18,3000.0,vagon,275,1.9,Diesel,Passat B5
Mercedes-Benz,23,4000.0,sedan,300,1.8,Petrol,C-Class
Renault,11,7000.0,vagon,231,1.6,Petrol,Scenic
Volkswagen,7,17900.0,van,92,1.4,Petrol,Sharan
Audi,18,3400.0,vagon,223,2.5,Diesel,A6
BMW,15,7000.0,sedan,227,3.0,Diesel,730
Audi,7,98000.0,other,12,5.2,Petrol,R8
Volkswagen,8,12650.0,van,167,2.0,Diesel,T5 (Transporter) 
Volkswagen,5,39040.0,sedan,0,2.0,Diesel,Passat CC
BMW,12,25500.0,crossover,187,4.8,Gas,X5
Volkswagen,7,9000.0,sedan,130,1.6,Petrol,Polo
BMW,3,47300.0,crossover,10,2.0,Diesel,X3
Renault,11,11500.0,van,177,2.0,Diesel,Trafic
Mitsubishi,7,19000.0,crossover,47,2.0,Petrol,ASX
Mercedes-Benz,13,18500.0,crossover,1,3.5,Gas,ML 350
Volkswagen,14,7170.0,van,176,2.0,Diesel,Caddy
Mercedes-Benz,11,28000.0,other,250,3.0,Diesel,GL 320
Audi,7,28500.0,sedan,74,1.8,Petrol,A4
Volkswagen,7,25500.0,other,52,2.0,Petrol,Scirocco
Mitsubishi,16,10999.0,other,281,3.0,Gas,Pajero Wagon
Mercedes-Benz,8,42500.0,sedan,100,5.5,Petrol,S 500
Toyota,14,16800.0,crossover,165,2.7,Petrol,Land Cruiser Prado
Volkswagen,7,17900.0,vagon,115,1.8,Petrol,Passat B7
BMW,12,19900.0,other,218,3.0,Petrol,335
Volkswagen,13,8750.0,van,200,2.5,Diesel,T5 (Transporter)
Mercedes-Benz,3,111999.0,crossover,0,3.0,Diesel,GLS 350
BMW,17,9500.0,sedan,217,2.2,Petrol,320
Toyota,13,7500.0,hatch,98,1.3,Other,Yaris
Mercedes-Benz,11,32500.0,crossover,254,3.2,Diesel,GL 320
Audi,16,3700.0,vagon,273,2.5,Diesel,A6
Mitsubishi,11,8500.0,other,135,1.5,Gas,Lancer X
Mercedes-Benz,5,109900.0,sedan,40,3.0,Diesel,S 350
Mercedes-Benz,11,39900.0,other,88,6.2,Petrol,CL 63 AMG
Mercedes-Benz,17,4700.0,sedan,260,2.7,Diesel,E-Class
Audi,16,13200.0,vagon,182,2.7,Gas,A6 Allroad
Renault,9,6700.0,van,216,1.5,Diesel,Kangoo
Volkswagen,8,23000.0,sedan,80,2.0,Other,Passat CC
Volkswagen,11,6400.0,van,181,2.0,Diesel,Caddy
Mercedes-Benz,3,97555.0,van,0,2.5,Diesel,V 250
Audi,17,7900.0,sedan,242,2.0,Petrol,A4
Mercedes-Benz,24,5300.0,sedan,380,3.0,Diesel,E-Class
Toyota,3,24171.42,sedan,1,2.5,Petrol,Camry
Audi,7,23400.0,sedan,112,2.0,Diesel,A4
Toyota,11,10500.0,sedan,185,1.6,Petrol,Corolla
Mercedes-Benz,21,4900.0,van,262,2.3,Diesel,Vito
BMW,14,16300.0,crossover,258,4.4,Petrol,X5
Renault,20,1300.0,van,265,1.9,Diesel,Kangoo
Mercedes-Benz,15,6700.0,van,1,2.2,Diesel,Vito
Renault,16,2850.0,hatch,315,2.2,Diesel,Laguna
Mercedes-Benz,3,109999.0,crossover,0,2.98,Diesel,GLS 350
Audi,19,3650.0,sedan,240,2.5,Diesel,A6
Volkswagen,16,4100.0,vagon,350,1.9,Diesel,Passat B5
Mercedes-Benz,9,9300.0,van,159,2.2,Diesel,Vito
BMW,14,18500.0,crossover,250,4.4,Gas,X5
Mercedes-Benz,19,7600.0,sedan,384,2.8,Petrol,E-Class
Mitsubishi,11,7300.0,sedan,112,1.6,Petrol,Lancer
Renault,12,6700.0,van,220,2.0,Other,Trafic
Toyota,11,14400.0,sedan,80,2.4,Petrol,Camry
Toyota,11,10600.0,sedan,204,1.8,Other,Avensis
Renault,11,10000.0,vagon,234,2.0,Diesel,Laguna
Toyota,12,12999.0,sedan,160,3.5,Gas,Avalon
Renault,7,6800.0,van,168,1.5,Diesel,Kangoo
Volkswagen,11,15850.0,crossover,98,2.0,Diesel,Tiguan
Renault,12,6000.0,van,162,1.4,Petrol,Kangoo
Volkswagen,6,44700.0,van,120,3.5,Petrol,Sharan
Renault,11,5600.0,vagon,117,1.5,Diesel,Kangoo
Mercedes-Benz,7,21500.0,sedan,159,1.8,Gas,E-Class
Renault,13,7600.0,van,183,1.9,Diesel,Trafic
Volkswagen,7,9000.0,hatch,120,1.2,Diesel,Polo
BMW,9,35500.0,sedan,235,3.0,Diesel,730
Mitsubishi,13,5500.0,sedan,165,1.6,Petrol,Lancer
Mercedes-Benz,10,32500.0,crossover,168,3.2,Diesel,GL 320
BMW,12,18000.0,sedan,245,2.5,Petrol,523
Mercedes-Benz,6,18000.0,van,147,2.2,Diesel,Vito
Renault,7,10999.0,vagon,216,1.5,Diesel,Megane
Mercedes-Benz,12,22700.0,sedan,140,5.0,Petrol,S 500
Toyota,8,23500.0,sedan,75,2.5,Gas,Camry
Mercedes-Benz,13,10000.0,other,275,2.15,Diesel,Sprinter 313
Volkswagen,13,7700.0,van,157,1.9,Diesel,Caddy
Volkswagen,10,10900.0,van,185,1.9,Diesel,Caddy
Audi,15,12999.0,vagon,225,2.5,Diesel,A6 Allroad
BMW,3,67500.0,crossover,1,2.0,Diesel,X5
Volkswagen,18,6800.0,van,325,2.5,Diesel,T4 (Transporter)
Mitsubishi,22,4950.0,sedan,256,2.0,Petrol,Galant
Renault,7,6999.0,sedan,65,1.4,Petrol,Symbol
Volkswagen,4,29800.0,hatch,0,2.0,Diesel,Golf VII
Mercedes-Benz,13,16500.0,van,386,2.2,Diesel,Sprinter 313
BMW,19,6500.0,sedan,320,3.0,Gas,530
Renault,9,9999.0,vagon,100,1.5,Diesel,Kangoo
Volkswagen,16,8500.0,vagon,200,1.9,Diesel,Passat B5
Toyota,13,5750.0,hatch,160,1.0,Petrol,Yaris
BMW,23,4950.0,sedan,1,3.0,Petrol,730
BMW,11,19900.0,other,129,2.0,Petrol,320
Mitsubishi,11,15900.0,crossover,180,3.0,Gas,Pajero Wagon
Toyota,13,13500.0,crossover,131,2.4,Gas,Rav 4
Volkswagen,11,18950.0,crossover,149,3.0,Diesel,Touareg
BMW,5,75555.0,sedan,30,4.4,Petrol,550
Volkswagen,23,3650.0,sedan,197,2.0,Petrol,Passat B4
Volkswagen,8,16000.0,crossover,90,2.0,Petrol,Tiguan
Toyota,8,21600.0,sedan,66,2.5,Petrol,Camry
Toyota,11,9500.0,hatch,103,1.6,Petrol,Auris
Audi,5,51500.0,crossover,28,3.0,Diesel,Q7
Volkswagen,26,5000.0,van,400,2.4,Diesel,T4 (Transporter)
Volkswagen,5,27000.0,other,90,2.0,Diesel,Tiguan
Renault,7,10900.0,other,189,2.0,Diesel,Trafic
BMW,8,37700.0,crossover,108,3.0,Petrol,X3
Renault,7,6299.0,van,66,1.5,Diesel,Kangoo
Mercedes-Benz,12,39900.0,sedan,29,6.3,Petrol,S 63 AMG
BMW,10,26900.0,crossover,140,4.8,Petrol,X5
Audi,15,8999.0,vagon,190,2.7,Gas,A6 Allroad
Mercedes-Benz,8,20400.0,sedan,190,1.8,Gas,E-Class
Volkswagen,8,16200.0,sedan,116,2.0,Diesel,Passat B7
Mitsubishi,16,5700.0,other,230,2.0,Petrol,Galant
BMW,18,9500.0,sedan,315,2.5,Diesel,525
BMW,7,25999.0,sedan,80,2.0,Petrol,320
Audi,7,28950.0,crossover,60,2.0,Petrol,Q5
Audi,19,6499.0,sedan,270,4.2,Petrol,S8
Audi,29,3500.0,sedan,35,1.8,Gas,80
Renault,10,7450.0,hatch,68,1.2,Petrol,Modus
Mercedes-Benz,15,10500.0,sedan,266,5.0,Gas,S 500
BMW,9,31111.0,sedan,117,4.4,Petrol,750
Toyota,12,27000.0,other,192,3.0,Diesel,Hilux
Toyota,4,26250.0,sedan,17,2.5,Petrol,Camry
Mercedes-Benz,17,7300.0,van,245,2.2,Diesel,Vito
Renault,6,11400.0,van,122,2.0,Diesel,Trafic
Volkswagen,19,2200.0,sedan,279,1.9,Diesel,Passat B5
Toyota,14,10500.0,van,200,2.7,Gas,Tacoma
Toyota,23,10500.0,crossover,200,4.5,Gas,Land Cruiser 80
Volkswagen,4,10974.21,sedan,1,1.6,Petrol,Polo
Volkswagen,12,11500.0,sedan,119,2.0,Diesel,Passat B6
BMW,10,42000.0,sedan,59,4.4,Petrol,750
Mercedes-Benz,12,17990.0,crossover,230,3.0,Diesel,R 320
Audi,17,2500.0,vagon,300,2.5,Diesel,A6
Audi,12,16500.0,sedan,136,3.2,Petrol,A6
Audi,6,47000.0,crossover,64,3.0,Diesel,Q7
Mitsubishi,19,5300.0,hatch,240,1.8,Petrol,Carisma
Toyota,3,41900.0,van,0,2.5,Diesel,Hiace
BMW,20,7000.0,other,226,2.5,Petrol,525
Mercedes-Benz,7,26600.0,van,122,3.0,Diesel,Vito
Mitsubishi,12,6500.0,sedan,133,1.6,Petrol,Lancer
Volkswagen,11,9600.0,sedan,185,1.6,Gas,Jetta
Mitsubishi,22,3200.0,sedan,106,2.0,Gas,Galant
Mercedes-Benz,15,11200.0,other,198,6.0,Petrol,S 600
Mitsubishi,12,7900.0,crossover,143,2.0,Gas,Outlander
Audi,3,29602.95,sedan,1,1.4,Petrol,A4
Mercedes-Benz,14,8950.0,sedan,154,3.5,Gas,CLS 350
Renault,10,8700.0,vagon,123,1.5,Diesel,Megane
Toyota,10,12900.0,sedan,177,2.4,Gas,Camry
Renault,8,10600.0,vagon,113,1.5,Diesel,Megane
Toyota,12,8500.0,hatch,93,1.6,Petrol,Auris
Toyota,9,14900.0,hatch,100,1.8,Other,Prius
Mitsubishi,29,2500.0,other,350,1.8,Petrol,Galant
Audi,6,34000.0,crossover,118,2.0,Diesel,Q5
Mercedes-Benz,17,39000.0,crossover,195,5.0,Gas,G 500
Mercedes-Benz,16,10500.0,sedan,285,1.8,Gas,E-Class
Mitsubishi,22,2600.0,vagon,93,2.5,Petrol,Galant
BMW,28,4800.0,sedan,111,2.5,Gas,525
Volkswagen,18,7800.0,van,352,2.5,Diesel,T4 (Transporter)
Mercedes-Benz,3,99999.0,crossover,0,3.0,Petrol,GLE-Class
Toyota,11,15300.0,crossover,130,2.0,Petrol,Rav 4
Toyota,8,8500.0,hatch,55,1.0,Petrol,Aygo
Renault,15,3000.0,van,217,1.4,Petrol,Kangoo
BMW,28,5000.0,sedan,400,2.0,Petrol,520
Renault,3,11403.99,sedan,0,1.2,Petrol,Logan
BMW,3,59900.0,crossover,30,2.0,Diesel,X5
Volkswagen,17,5400.0,hatch,320,1.4,Petrol,Golf IV
Volkswagen,8,17500.0,vagon,160,1.4,Petrol,Passat B7
Renault,14,6300.0,sedan,167,1.6,Petrol,Megane
Volkswagen,20,1900.0,hatch,300,1.9,Diesel,Golf IV
Toyota,12,12400.0,sedan,135,3.5,Gas,Camry
Volkswagen,19,8500.0,hatch,141,2.0,Petrol,Beetle
Mercedes-Benz,3,47600.0,van,0,2.2,Diesel,Vito
Mercedes-Benz,9,39900.0,crossover,126,5.5,Petrol,GL 500
Volkswagen,26,3350.0,hatch,122,1.4,Petrol,Golf III
Renault,9,8200.0,vagon,180,1.6,Gas,Kangoo
Volkswagen,6,22200.0,hatch,51,2.0,Petrol,New Beetle
Renault,13,7999.0,van,141,1.5,Diesel,Scenic
Volkswagen,15,2499.0,sedan,220,1.9,Diesel,Passat B5
BMW,5,66200.0,crossover,70,3.0,Diesel,X5
Audi,6,21000.0,hatch,34,1.4,Petrol,A3
Volkswagen,11,7200.0,van,270,1.9,Diesel,T5 (Transporter) 
BMW,6,34900.0,crossover,65,2.0,Petrol,X3
Audi,11,17500.0,sedan,94,1.8,Petrol,A4
Volkswagen,8,9600.0,van,148,1.6,Diesel,Caddy
Toyota,30,2200.0,vagon,300,2.0,Petrol,Camry
BMW,11,32000.0,crossover,108,3.0,Petrol,X6
Volkswagen,23,4700.0,van,342,1.9,Diesel,T4 (Transporter) 
Volkswagen,13,11000.0,van,282,2.5,Diesel,T5 (Transporter)
Volkswagen,7,24000.0,sedan,105,2.0,Diesel,Passat CC
Renault,20,4100.0,other,270,1.2,Gas,Kangoo
BMW,23,5800.0,sedan,270,4.4,Petrol,540
Audi,17,8600.0,sedan,260,2.5,Diesel,A6
Audi,29,3500.0,other,360,2.2,Gas,100
Mercedes-Benz,23,7777.0,sedan,270,2.8,Gas,S 140
Volkswagen,11,19500.0,crossover,112,2.5,Diesel,Touareg
BMW,12,13300.0,vagon,157,2.0,Diesel,520
Mitsubishi,11,15900.0,crossover,180,3.0,Gas,Pajero Wagon
Mercedes-Benz,12,28500.0,sedan,90,5.5,Petrol,S 500
